"Messstation";"Gewässer";"Parameter";"Jahr";"Datum";"Tagesmittelwert";"Dimension";"GCODE";"Ost";"Nord";"AWGN ID"
"Hofen";"Neckar";"Temperatur";"1989";"27.06.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.06.1989";"19,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.06.1989";"20,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.06.1989";"20,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.07.1989";"21,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.07.1989";"20,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.07.1989";"20";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.07.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.07.1989";"19,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.07.1989";"20,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.07.1989";"21";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.07.1989";"21,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.07.1989";"21,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.07.1989";"21,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.07.1989";"20,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.07.1989";"19,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.07.1989";"19,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.07.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.07.1989";"19,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.07.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.07.1989";"19,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.07.1989";"19,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.07.1989";"20";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.07.1989";"20,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.07.1989";"21,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.07.1989";"21,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.07.1989";"22,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.07.1989";"22,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.07.1989";"22";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.07.1989";"22,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.07.1989";"21,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.07.1989";"21,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.07.1989";"21,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.07.1989";"21,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"31.07.1989";"21,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.08.1989";"20,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.08.1989";"19,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.08.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.08.1989";"18,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.08.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.08.1989";"19";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.08.1989";"19,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.08.1989";"19,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.08.1989";"20,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.08.1989";"20,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.08.1989";"21,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.08.1989";"21,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.08.1989";"21,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.08.1989";"22";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.08.1989";"22,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.08.1989";"23,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.08.1989";"23,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.08.1989";"23,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.08.1989";"23,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.08.1989";"23,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.08.1989";"24,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.08.1989";"24,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.08.1989";"24,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.08.1989";"23,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.08.1989";"23,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.08.1989";"23,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.08.1989";"22,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.08.1989";"20,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.08.1989";"19,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.08.1989";"19,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"31.08.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.09.1989";"19,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.09.1989";"19,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.09.1989";"19,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.09.1989";"17,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.09.1989";"17,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.09.1989";"18";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.09.1989";"17,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.09.1989";"18,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.09.1989";"18,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.09.1989";"18,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.09.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.09.1989";"19";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.09.1989";"19,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.09.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.09.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.09.1989";"18,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.09.1989";"19,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.09.1989";"19,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.09.1989";"19,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.09.1989";"20,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.09.1989";"20,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.09.1989";"20,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.09.1989";"20,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.09.1989";"20,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.09.1989";"19,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.09.1989";"19,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.09.1989";"19,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.09.1989";"19,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.09.1989";"18,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.09.1989";"18,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.10.1989";"17,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.10.1989";"17,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.10.1989";"17,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.10.1989";"16,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.10.1989";"16,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.10.1989";"16,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.10.1989";"15,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.10.1989";"15";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.10.1989";"15";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.10.1989";"14,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.10.1989";"13,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.10.1989";"14";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.10.1989";"13,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.10.1989";"14,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.10.1989";"13,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.10.1989";"13,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.10.1989";"13,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.10.1989";"13,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.10.1989";"14,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.10.1989";"14,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.10.1989";"15,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.10.1989";"15,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.10.1989";"14,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.10.1989";"14,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.10.1989";"14,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.10.1989";"15,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.10.1989";"15";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.10.1989";"14,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.10.1989";"15,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.10.1989";"14,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"31.10.1989";"14,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.11.1989";"14,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.11.1989";"14,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.11.1989";"14";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.11.1989";"13,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.11.1989";"13";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.11.1989";"12,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.11.1989";"12,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.11.1989";"11,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.11.1989";"11,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.11.1989";"10,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.11.1989";"10,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.11.1989";"9,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.11.1989";"9,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.11.1989";"8,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.11.1989";"8,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.11.1989";"8,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.11.1989";"7,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.11.1989";"7,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.11.1989";"-";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.11.1989";"6,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.11.1989";"5,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"01.12.1989";"5,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"02.12.1989";"4,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"03.12.1989";"4,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"04.12.1989";"5,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"05.12.1989";"4,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"06.12.1989";"3,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"07.12.1989";"4,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"08.12.1989";"4,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"09.12.1989";"4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"10.12.1989";"4,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"11.12.1989";"3,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"12.12.1989";"3,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"13.12.1989";"4,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"14.12.1989";"4,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"15.12.1989";"5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"16.12.1989";"6,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"17.12.1989";"7,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"18.12.1989";"7,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"19.12.1989";"7,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"20.12.1989";"7,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"21.12.1989";"7,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"22.12.1989";"8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"23.12.1989";"8,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"24.12.1989";"8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"25.12.1989";"7,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"26.12.1989";"6,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"27.12.1989";"5,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"28.12.1989";"4,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"29.12.1989";"4,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"30.12.1989";"4,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1989";"31.12.1989";"4,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"01.01.1990";"3,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"02.01.1990";"3,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"03.01.1990";"3,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"04.01.1990";"3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"05.01.1990";"3,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"06.01.1990";"3,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"07.01.1990";"3,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"08.01.1990";"3,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"09.01.1990";"4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"10.01.1990";"4,1";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"11.01.1990";"4,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"12.01.1990";"4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"13.01.1990";"3,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"14.01.1990";"3,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"15.01.1990";"3,2";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"16.01.1990";"3,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"17.01.1990";"4,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"18.01.1990";"4,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"19.01.1990";"4,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"20.01.1990";"4,9";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"21.01.1990";"5,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"22.01.1990";"5,5";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"23.01.1990";"5,8";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"24.01.1990";"6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"25.01.1990";"6,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"26.01.1990";"6,7";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"27.01.1990";"6,6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"28.01.1990";"6,4";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"29.01.1990";"6,3";"°C";"CYY176";"516.388";"5.409.435";"2.345"
"Hofen";"Neckar";"Temperatur";"1990";"30.01.1990";"6";"°C";"CYY176";"516.388";"5.409.435";"2.345"
